ad_url;price;size_room;size_wg;area;street_address;full_address;lat_lng
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.6699180.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/21/cdcb052966991800_20180519_165344.small.jpg);""></a>";870;64.0;2;Schoeneberg;X;X Schoeneberg Berlin;(36.0119016, -95.88467059999999)
"<a href=""/wg-zimmer-in-Berlin-Pankow.1522208.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/d5a72eb5c3443a999582a22d26823f85dba6d4cebbc77f8d377a196a8b06f1cc_ggrabbel_3.small.jpg);""></a>";515;28.0;3;Pankow;Grabbelallee/Tschaikowsk...;Grabbelallee/Tschaikowsk... Pankow Berlin;(52.5753127, 13.3990224)
"<a href=""/wg-zimmer-in-Berlin-Reinickendorf.8388158.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/c835e091c7e3d8e29ba125ef7817cc08c0e6654e455bdfa790a4e39ffc6eb6b4_DB48E958_40C8_4430_9F73_091F77ADF022.small.jpeg);""></a>";650;20.0;4;Reinickendorf;Berenhorststrasse14;Berenhorststrasse14 Reinickendorf Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.8202391.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/adefb2c5efa991a1beacd3438a52ac4752798d9e9d4285675e73ffd4855eedee_126349002_405624987151153_8191456669296074744_n.small.jpg);""></a>";450;22.0;2;Lichtenberg;Fanningerstrasse55;Fanningerstrasse55 Lichtenberg Berlin;(52.51398, 13.49995)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.8387534.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/54521203d5d3d8b0f00d48142cef7efdbf51b0b43a790e36e37776ecd3334620_160596294438238266331.small.JPEG);""></a>";525;25.0;3;Schoeneberg;naheWalther-Schreiber-Platz;naheWalther-Schreiber-Platz Schoeneberg Berlin;(52.4665727, 13.328289)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8388179.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/fc6b2daabd31932206579a48d2938d8070395ccef164467f5b5d49a7d1535166_IMG_20180929_132402.small.jpg);""></a>";350;10.0;2;Wedding;AntwerpenerStrasse13;AntwerpenerStrasse13 Wedding Berlin;(52.54643, 13.351397)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.7778892.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/02/0328508eecb617068cbb890d0e134a432bf737c778cfb94268872107cf6c5fa4_IMG_20200114_141147.small.jpg);""></a>";450;24.0;2;Friedrichshain;Seumestr.30;Seumestr.30 Friedrichshain Berlin;(52.5081096, 13.460389)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8336273.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/42/63e9cdaabbebf4fcf97e4e8605f00d8297e93c7a5fa5c72b38231cdd197b5279_DC1F61B5_EA9C_4C2B_846C_0AABF5154067.small.jpeg);""></a>";950;24.0;3;Friedrichshain;Richard-Sorge-Strasse25;Richard-Sorge-Strasse25 Friedrichshain Berlin;(52.5208, 13.4480499)
"<a href=""/wg-zimmer-in-Berlin-Wedding.7983269.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/18/bee41070792f9f6a7f129c21557b27c2e554598a033dbf5b5a34f81700300340_1d92c4b3_7521_4869_a7ca_2957724f70a2.small.jpg);""></a>";610;13.0;2;Wedding;Burgsdorfstrasse8;Burgsdorfstrasse8 Wedding Berlin;(52.5419139, 13.36157)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8388148.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/352d3d473167746a4f7331dab29c97be0144cec7ffd24cbb70da24e6cc3d55e9_91B10596_3648_49B6_8F32_9F833CF7775A.small.jpeg);""></a>";450;20.0;2;Wedding;Amsterdamerstrasse4;Amsterdamerstrasse4 Wedding Berlin;(52.5498661, 13.3550621)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8388066.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";372;16.0;2;Friedrichshain;DolzigerStrasse;DolzigerStrasse Friedrichshain Berlin;(52.5361947, 13.4325778)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8388095.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/909c797c024ff37b07b46fc40efae37e51ef2031ca34f2264ac1cb303d164288_IMG_20201121_180847.small.jpg);""></a>";550;18.0;2;Neukoelln;Hobrechtstr.43;Hobrechtstr.43 Neukoelln Berlin;(52.49407069999999, 13.4251131)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8382271.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/43c7b52992c6b8c588eb50a57b5d7161df724ba2f4868951ef9a9be2bd1c16d9_IMG_20201117_134416.small.jpg);""></a>";550;18.0;2;Neukoelln;Hobrechtstr.43;Hobrechtstr.43 Neukoelln Berlin;(52.49407069999999, 13.4251131)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8059760.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/24/7b3ae115540d97606bd713db0b810198bf4ef78160545ea5fe375ccbcd65dbcb_IMG_9532.small.jpg);""></a>";400;11.0;2;PrenzlauerBerg;Hans-Otto-Str.,28;Hans-Otto-Str.,28 PrenzlauerBerg Berlin;(52.531546, 13.4367674)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.7712331.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/48/04f0b913fcf75ebed0df83fa5ade1495b951a092a9b8b00ae9274d42b6d13fc2_157528018675375396951.small.JPEG);""></a>";450;10.0;4;Charlottenburg;BolivaralleeXX;BolivaralleeXX Charlottenburg Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Alt-Mariendorf.8363970.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/b91a693569b873ffd5e58c3e85797ff4ea33997a49ccbb537cccc83602b614be_Dusche.small.jpeg);""></a>";482;15.0;3;Alt-Mariendorf;Forddamm5;Forddamm5 Alt-Mariendorf Berlin;(52.4387104, 13.3830057)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.8350544.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/a809adcfecf7bcd1d5672f4a40fdde41a7e5516931236a400eaacd5138ea721e_5CA7CB83_A7EF_4DC6_A6F2_BE0B46E57146.small.jpeg);""></a>";420;18.0;2;Charlottenburg;Richard-Wagner-Strasse;Richard-Wagner-Strasse Charlottenburg Berlin;(48.1476494, 11.5633412)
"<a href=""/wg-zimmer-in-Berlin-Mitte.6119567.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/28/5b326b9bc12df637cc2d4a18a7022014f06a344763448ba71615fb165c4a293e_156346397436337477528.small.JPEG);""></a>";550;14.0;3;Mitte;Chausseestrasse58;Chausseestrasse58 Mitte Berlin;(52.53658950000001, 13.3759363)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.6074750.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2017/15/d3b0832260747500_img_20170412_wa0003.small.jpeg);""></a>";440;18.0;2;Neukoelln;Friedelstrasse;Friedelstrasse Neukoelln Berlin;(52.49019699999999, 13.4276002)
"<a href=""/wg-zimmer-in-Berlin-Moabit.7088639.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/01/f6d3a020704351db75ef1a39f05f6c4f47091f2629cfd926f174660568289752_69010e1d_1b8f_4c41_8755_349f34c6c31c.small.jpg);""></a>";270;6.0;5;Moabit;Alt-Moabit108A;Alt-Moabit108A Moabit Berlin;(52.5242155, 13.350088)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.8387872.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/d9e22af025c2600c323ceb78cdf675cfc54d01c107ebb42f5aae9faf7ad0990e_08805A21_5715_4B86_9E70_A34B12F09F1D.small.jpeg);""></a>";620;23.0;2;Charlottenburg-Wilmersdorf;BrandenburgischeStrasse54A;BrandenburgischeStrasse54A Charlottenburg-Wilmersdorf Berlin;(52.49380799999999, 13.3093849)
"<a href=""/wg-zimmer-in-Berlin-Lichterfelde.8387845.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/88df53cc0a4f85dbf7ad2e69569800cec9289f0ca4fac06c4216e372c69fb715_20201121_150832.small.jpg);""></a>";400;10.0;2;Lichterfelde;Hindenburgdamm23;Hindenburgdamm23 Lichterfelde Berlin;(52.4370542, 13.3154835)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.2505318.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";360;10.0;3;Neukoelln;Sonnenallee;Sonnenallee Neukoelln Berlin;(52.4797236, 13.4446323)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.6596263.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/b6e75e3a6234509720619f92b7c939e61eeed2e04d6e7153d1499fe596683171_IMG_20201111_101911.small.jpg);""></a>";590;30.0;2;Neukoelln;Maybachufer;Maybachufer Neukoelln Berlin;(52.4927247, 13.4303466)
"<a href=""/wg-zimmer-in-Berlin-Wilmersdorf.8381449.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/f503cdede0b1bcbf496000f177b1b421fc8ef628469296b285524a99f37d214c_IMG_8521.small.jpeg);""></a>";480;24.0;3;Wilmersdorf;MannheimerStr;MannheimerStr Wilmersdorf Berlin;(51.3141198, 12.2858067)
"<a href=""/wg-zimmer-in-Berlin-Wilmersdorf.7297350.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/33/79a1b94dce16f063fffaf079535fe1b5c31d7576b671ff3fae143949b3c24f83_IMG_20190819_130348.small.jpg);""></a>";500;16.0;3;Wilmersdorf;Suedwestkorso55;Suedwestkorso55 Wilmersdorf Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8387756.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/2c872967b48d158a547a8d64fdc5a2329b98fb2110b06b2d11b8ea8750aab398_16059679580727225670.small.JPEG);""></a>";500;16.0;3;Friedrichshain;Simon-Dach-Str.;Simon-Dach-Str. Friedrichshain Berlin;(52.5100296, 13.4562211)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8387793.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";350;28.0;4;Wedding;Tuerkenstrasse;Tuerkenstrasse Wedding Berlin;(48.1483813, 11.5747565)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.8363386.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/db645c11ccfefac22c40b2df3be87646c51d2981e4f45d87e16bdf151375e6a6_RoomAna.small.jpeg);""></a>";620;20.0;4;Lichtenberg;Rupprechtstrasse,7;Rupprechtstrasse,7 Lichtenberg Berlin;(48.1475173, 11.5424903)
"<a href=""/wg-zimmer-in-Berlin-Weissensee.8387705.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/6118c5174edecde85ed65067e7af26aff63510b894740e04750ffa45c4ace2ba_IMG_1508.small.JPG);""></a>";540;22.0;3;Weissensee;Feldtmannstrasse132A;Feldtmannstrasse132A Weissensee Berlin;(52.56330999999999, 13.48096)
"<a href=""/wg-zimmer-in-Berlin-Friedenau.8381663.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/88e379b905fcb391a69dca01642f13d5291a094d7ee7317f58ecedd747c99b4d___59.small.jpg);""></a>";550;22.0;3;Friedenau;GrazerDamm123;GrazerDamm123 Friedenau Berlin;(52.4695146, 13.348142)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8384647.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/dd57f9f34b8eab2880cb73243147b46fc35d986cba4d3b3de2a67fec91fd62e8_Dein_Zimmer.small.jpg);""></a>";372;22.0;2;PrenzlauerBerg;PrenzlauerAllee209;PrenzlauerAllee209 PrenzlauerBerg Berlin;(52.53677949999999, 13.4222993)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.8387545.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/5b0c323140529d7ffc1d8749765259da2238ff8c47a6dd6500b067779ca5f389_IMG_7490.small.jpg);""></a>";570;20.0;4;Schoeneberg;Fritz-Reuter-Strasse5;Fritz-Reuter-Strasse5 Schoeneberg Berlin;(53.56020909999999, 13.2555792)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8387661.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/b0420d8cc0d87fe27abe8ac8fc95550b96cb1d4c578124514d33196967b9dab8_216EBA2B_E7CA_4FDA_9461_85F0FF434217.small.png);""></a>";550;19.0;3;Wedding;AfrikanischeStrasse122;AfrikanischeStrasse122 Wedding Berlin;(52.5551, 13.33596)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.7936279.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/84930f8e2f6331bcf42ae150fa28b1229900b9a935e4b0505c7385e189c90187_160519005943843974261.small.JPEG);""></a>";500;20.0;2;Schoeneberg;Freiherr-vom-Stein-Str.;Freiherr-vom-Stein-Str. Schoeneberg Berlin;(52.48359379999999, 13.3407398)
"<a href=""/wg-zimmer-in-Berlin-Spandau.8278623.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/38/bf06aa90a2920182388f742550488bb86fa8720a85daecbde1c255c17b4ef858_20180930_172318.small.jpg);""></a>";500;25.0;5;Spandau;StaakenerStr21;StaakenerStr21 Spandau Berlin;(52.5358443, 13.1829002)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.7964331.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/17/325109e8c07f3b51b2bcb39a4e69369ed9fb3a8965192f6e9010cab07153f3db_94455089_537927173822039_793548431170732032_n.small.jpg);""></a>";600;30.0;3;Friedrichshain;Ebertystr.,21;Ebertystr.,21 Friedrichshain Berlin;(52.52227000000001, 13.45395)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8387632.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/5aa21ef1e1e659c31e28d16afbf0c8ad6e98f8a54797467b55c050b3ecb0f899_160596159486386317211.small.JPEG);""></a>";500;24.0;2;Wedding;Bellermannstr.;Bellermannstr. Wedding Berlin;(52.5527486, 13.3873358)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8383169.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/e5c270200e280f7b8074893e6701b99cfbb3a7cff10c01b05214a16d59660403_20200401_140039.small.jpg);""></a>";650;33.0;2;Friedrichshain;Ebertystrasse31;Ebertystrasse31 Friedrichshain Berlin;(52.5224924, 13.4543474)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8201670.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/33/b1106836363166f7f4eb62131415f58e921babf9ea8c14a8e42ef32e43dff8ad_IMG_8522.small.jpg);""></a>";490;15.0;3;Neukoelln;Sonnenallee;Sonnenallee Neukoelln Berlin;(52.4797236, 13.4446323)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8284803.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/38/630b56c81136a92b98a0fe920aa9291e0481a46c875408451391b99a48067f5b_8A116F69_EF6C_48B7_AFA2_8644E9DB7584.small.jpeg);""></a>";342;21.0;2;Friedrichshain;Niederbarnimstrasse14;Niederbarnimstrasse14 Friedrichshain Berlin;(52.5130929, 13.4577987)
"<a href=""/wg-zimmer-in-Berlin-Spandau.8383369.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/9fc1428f8c8765d213b8f6adbd182d649462dd17abfe442b83732f4e5b5168af_Zimmer.small.png);""></a>";510;25.0;2;Spandau;Lynarstrasse;Lynarstrasse Spandau Berlin;(52.540736, 13.3610357)
"<a href=""/wg-zimmer-in-Berlin-Wilmersdorf.8387306.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png);""></a>";400;30.0;2;Wilmersdorf;BerlinerStrasse;BerlinerStrasse Wilmersdorf Berlin;(52.5627372, 13.4126892)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8153054.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/30/c8ae34a37ec8c191610ef18da87ac63eb47b9d46abb62b828b7853aeadfc7d2c_20200731_152850.small.jpg);""></a>";400;20.0;3;Neukoelln;EmserStr.101;EmserStr.101 Neukoelln Berlin;(52.4681519, 13.4293314)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.7992096.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/19/a12b54fc63866487ebb852b2b4e6d3ba624d75309d364b204570e4583244f09b_IMG_3843.small.JPG);""></a>";550;25.0;2;Friedrichshain-Kreuzberg;Wuehlischstrasse9;Wuehlischstrasse9 Friedrichshain-Kreuzberg Berlin;(52.5078036, 13.4647983)
"<a href=""/wg-zimmer-in-Berlin-Niederschoeneweide.8387332.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/92eb2e7031f374d9ae72ffb07695505e5a47def5617669d04e1a20c722f5a110_160595404134834855009.small.JPEG);""></a>";350;10.0;3;Niederschoeneweide;KoellnischeStrasse;KoellnischeStrasse Niederschoeneweide Berlin;(51.3175588, 9.475621199999999)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.6526708.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/31/6b869e20714cc328f571c42291533f70a890e3ebfc430650e89842f48e507390_DSC_0945.small.jpg);""></a>";500;25.0;2;Kreuzberg;GitschinerStrasse16;GitschinerStrasse16 Kreuzberg Berlin;(52.4981653, 13.400926)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8101613.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/27/21afcdea1edd533392d6649d821f9f418536e44263bab210c8a5495bdc0dbee3_107085292_633165600617408_2651077769166631701_n.small.jpg);""></a>";480;25.0;4;;Kirchhofstrasse;Kirchhofstrasse  Berlin;(52.471152, 13.4408365)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.8387348.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/0590b3fa5e46706609078a0cfab3355479152f33def7e59fdde2bdce38a7682d_01.small.JPG);""></a>";470;24.0;2;Friedrichshain-Kreuzberg;Dossestrasse;Dossestrasse Friedrichshain-Kreuzberg Berlin;(52.5201176, 13.3202716)
"<a href=""/wg-zimmer-in-Berlin-Moabit.7797350.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/03/6a8a5f0b987ad64dfaca23701322e384898c1985489cfdafb309a355739674f7_20200122_132709.small.jpg);""></a>";467;24.0;3;Moabit;KrefelderStrasse12;KrefelderStrasse12 Moabit Berlin;(50.826505, 6.1293048)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8377314.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/1bb7428cebf1659c9eacd5966d7ec9b8ae107c2878190d4322f59c6b6f98bfd9_80_19.small.jpeg);""></a>";650;16.0;2;Friedrichshain;Pettenkoferstr.32;Pettenkoferstr.32 Friedrichshain Berlin;(48.1350275, 11.5561147)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8387240.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/fde1ad0d4f24749f7eb8cfd5c6b40f9dac27b9fa9d921e68c740b4d3a717b346_big_room.small.jpg);""></a>";590;25.0;2;Kreuzberg;Manteuffelstr.;Manteuffelstr. Kreuzberg Berlin;(52.5002517, 13.427221)
"<a href=""/wg-zimmer-in-Berlin-Mitte.8387268.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/c5fb702697afca27ecfec2c5bb12e8cf76baf5c93415485af58065045ad49cb2_IMG_20201107_145618_01.small.jpg);""></a>";585;15.0;2;Mitte;Wallstrasse;Wallstrasse Mitte Berlin;(52.5121528, 13.4094969)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.3692476.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2016/32/474f621c36924760_13933272_10153770735737011_769129664_n.small.jpg);""></a>";350;50.0;3;Kreuzberg;Manitiusstrasse;Manitiusstrasse Kreuzberg Berlin;(52.4913363, 13.4322557)
"<a href=""/wg-zimmer-in-Berlin-Treptow.8364843.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/5a314d94b848b91111089e539376ba6a77b0c668574be9bc25dee3fa9e583548_160517185968168325357.small.JPEG);""></a>";450;25.0;2;Treptow;Baumschulenstrasse;Baumschulenstrasse Treptow Berlin;(52.46417040000001, 13.4853503)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8380661.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/09938f35f25226684187950be9be675dd6e34481e2da1e8de033cc0fdcd9ac03_IMG_1385.small.JPG);""></a>";600;18.0;2;Friedrichshain;Karl-Marx-Allee60;Karl-Marx-Allee60 Friedrichshain Berlin;(52.51790099999999, 13.430908)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg-Wilmersdorf.8376959.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/1719520b93799e52bbab68ce47eb0c6ac885a66895a2f9f6d9a9ba492f7527c6_IMG_4059.small.jpg);""></a>";660;25.0;2;Charlottenburg-Wilmersdorf;BerlinerStr.;BerlinerStr. Charlottenburg-Wilmersdorf Berlin;(52.4871906, 13.3314158)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.7758932.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/00/81a9487bb027a32b8676e8099081623c9dc861772aebca729a18a3a18ec3643e_WhatsApp_Image_2020_01_04_at_3.21.small.jpeg);""></a>";630;23.0;4;PrenzlauerBerg;Danzigerstrasse/Greifswal...;Danzigerstrasse/Greifswal... PrenzlauerBerg Berlin;(52.5362241, 13.4333181)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.5514807.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/48/48c93e4a3dcae19b53c16e78e1162ffafec1fc894b644762481818208294a4de_157580125139639613116.small.JPEG);""></a>";494;17.0;2;Kreuzberg;Paul-Lincke-Ufer;Paul-Lincke-Ufer Kreuzberg Berlin;(52.4938964, 13.428662)
"<a href=""/wg-zimmer-in-Berlin-Alt-Hohenschoenhausen.8361223.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/e72b76e318d0039e8c2da144b7ae7adeb516fba2938ca3c0ef9a0ab9399a461c_20201105_081255.small.jpg);""></a>";450;17.0;4;Alt-Hohenschoenhausen;Malchowerweg;Malchowerweg Alt-Hohenschoenhausen Berlin;(52.5555427, 13.5026555)
"<a href=""/wg-zimmer-in-Berlin-Spandau.8387118.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/6691ebcc65c2e83783be3a32fd3ca7ba958a9b73c286f6438482062af5ea38ea_20201120_175135.small.jpg);""></a>";400;30.0;2;Spandau;Juedenstr,17;Juedenstr,17 Spandau Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Friedenau--Steglitz--Schoeneberg.8386054.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/46/8cd4b92e745635fd916d0d99e5bac5491725cd45f330d0ba128c76e42f6529ae_My_Room___wide.small.jpg);""></a>";500;25.0;3;Friedenau/Steglitz/Sc...;SuedwestkorsobeiBundesplatz;SuedwestkorsobeiBundesplatz Friedenau/Steglitz/Sc... Berlin;(52.4773698, 13.328585)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.4787364.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/66040749ca6b4c492aef4034d2b5674252e86a293658cb3a67c2368bf4fac9ca_160496766650550545045.small.JPEG);""></a>";650;25.0;3;Neukoelln;Innstrasse27;Innstrasse27 Neukoelln Berlin;(48.2335998, 16.3930502)
"<a href=""/wg-zimmer-in-Berlin-Dahlem.8027730.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/22/13612a95f8e455df8352869ccaa147d742693a004903c47f0bbc19a5cc7148ba_WhatsApp_Image_2020_05_27_at_15.31.24.small.jpeg);""></a>";240;20.0;10;Dahlem;Puecklerstrasse24;Puecklerstrasse24 Dahlem Berlin;(52.50145250000001, 13.4296565)
